CONVERSATION_ID,CONVERSATION_URL,START_DATE,CONVERSATION_STATUS,TAGS,CATEGORY,CUSTOMER_NAME,CUSTOMER_ID,CUSTOMER_EMAIL,CUSTOMER_PHONE_NUMBER,COUNTRY,ASSIGNEE_NAME,ASSIGN_TIMESTAMP,TEAM,PERSON_IN_CHARGE,BOT
53554d23-b5a6-4337-8b02-988a306a1e82,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=53554d23-b5a6-4337-8b02-988a306a1e82,2025-03-13 11:18:34,OPEN,,,,,,,,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
a902b2ec-9ae5-40f5-9bf4-c43a36798d6a,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a902b2ec-9ae5-40f5-9bf4-c43a36798d6a,2025-03-13 11:11:58,CLOSED,,,Anonymous,cb590881-11da-4ac0-8545-74533bcf2916,1741839116288@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
89db3795-a9d1-4202-b5a5-6b27874338a4,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=89db3795-a9d1-4202-b5a5-6b27874338a4,2025-03-13 11:01:18,CLOSED,,,Anonymous,4f5f65f5-561e-4e1b-b93d-eed570e71d6f,1741838476776@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
3576ab6c-ce72-4ffc-88ac-7aff480d4b30,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3576ab6c-ce72-4ffc-88ac-7aff480d4b30,2025-03-13 10:45:25,CLOSED,,,a,eafccc72-9375-471b-8fdb-0aa050be321f,a@mail123.cam,,Vietnam,,,,"Hiền Nguyễn, Genie",Genie
f08e7b00-909a-4708-8e73-dca6495b3e3e,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=f08e7b00-909a-4708-8e73-dca6495b3e3e,2025-03-13 09:21:19,CLOSED,,,Anonymous,1441e1be-e9be-4bd6-9ead-be878bf9bfe0,1741832477540@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
3cabe388-4157-4727-a484-69e16981fb11,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3cabe388-4157-4727-a484-69e16981fb11,2025-03-12 23:37:47,CLOSED,,,Anonymous,913d290d-aaf8-48a6-89b1-31a99b44b713,1741797465504@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
b7001a90-7056-4948-b80b-5092895f7b51,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b7001a90-7056-4948-b80b-5092895f7b51,2025-03-12 23:28:25,CLOSED,,,Anonymous,3d488d89-56d6-43a5-b76d-856ae97ce20e,1741796902539@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
0a2838b9-8cd2-4df9-8731-1c72f3c4b332,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0a2838b9-8cd2-4df9-8731-1c72f3c4b332,2025-03-12 23:27:33,CLOSED,,,Anonymous,5a6cf674-3f55-4d5b-84d0-e999e189398d,1741796852041@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
a4676bb4-027d-48b6-98c9-bfc64fe32bf3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a4676bb4-027d-48b6-98c9-bfc64fe32bf3,2025-03-12 23:26:42,CLOSED,,,Anonymous,e0714286-ea5e-48f7-bb73-909ca314d3cb,1741796800160@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
b59b28a1-3b87-4c9f-9618-c58076ea3a16,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b59b28a1-3b87-4c9f-9618-c58076ea3a16,2025-03-12 23:25:04,CLOSED,,,Anonymous,2f90b60d-c6e1-4e0d-adfe-91fa2d91f402,1741796703176@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
51147bc8-cf8c-4a89-966a-300a63d31146,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=51147bc8-cf8c-4a89-966a-300a63d31146,2025-03-12 23:24:49,CLOSED,,,Anonymous,521b197a-c4e6-4e76-9421-287f78b44e5f,1741796686929@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
667e40ff-5462-4a96-8ec6-f67e5e64d624,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=667e40ff-5462-4a96-8ec6-f67e5e64d624,2025-03-12 23:20:16,CLOSED,,,Anonymous,c64061b9-95b6-4e41-8394-fec539de523b,1741796413809@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
8c565cf1-7ec8-4256-af51-3e958b03df9f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=8c565cf1-7ec8-4256-af51-3e958b03df9f,2025-03-12 23:18:01,CLOSED,,,Anonymous,8bce3529-fdea-4ec4-a2f0-c3f5a6239d9e,1741796279398@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
a146460f-426a-4a34-811f-8822cb63ef44,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a146460f-426a-4a34-811f-8822cb63ef44,2025-03-12 23:17:12,CLOSED,,,Anonymous,f2c35d2f-f66d-413f-a17f-393a094bb39a,1741796230680@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
801fe273-6840-4538-b9d9-e23f567515d8,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=801fe273-6840-4538-b9d9-e23f567515d8,2025-03-12 23:13:33,CLOSED,,,Anonymous,b3aa1d78-2ec6-45e7-9645-d24c92e9a00b,1741796011617@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
fe7517e4-4695-4e09-95a6-0ec3c75a617d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=fe7517e4-4695-4e09-95a6-0ec3c75a617d,2025-03-12 23:12:21,CLOSED,,,Anonymous,b25fd80f-3a4a-4054-a9e4-9c08da3a73f8,1741795939869@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
6db57101-85c9-4f17-82a4-f9f22206ee70,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6db57101-85c9-4f17-82a4-f9f22206ee70,2025-03-12 23:10:24,CLOSED,,,Anonymous,2e91bdb3-e392-4bd4-9dde-1f9209e2197e,1741795821776@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
80737575-78b0-4235-8512-387135e93d3f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=80737575-78b0-4235-8512-387135e93d3f,2025-03-12 23:09:23,CLOSED,,,Anonymous,620266e0-6796-462b-83fc-9f91a986746f,1741795761584@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
7dd35bf2-fd6b-4885-80de-9b27aa6cc66a,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=7dd35bf2-fd6b-4885-80de-9b27aa6cc66a,2025-03-12 23:07:49,CLOSED,,,Anonymous,dc4651fe-9c05-40a0-a073-35000dd533fb,1741795667855@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
18735472-4e64-492e-b1ed-351a98fb175f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=18735472-4e64-492e-b1ed-351a98fb175f,2025-03-12 23:05:49,CLOSED,,,Anonymous,fca567cb-87d3-4cee-ad23-d599c083743c,1741795546807@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
b2a11611-778c-4e57-9aef-f24eecdf8514,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b2a11611-778c-4e57-9aef-f24eecdf8514,2025-03-12 22:55:11,CLOSED,,,Anonymous,f9fc3d6e-58d9-4b56-9135-bd43bb5d6442,1741794909555@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
b362fdae-c095-40ab-8ee6-347e1ec7716d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=b362fdae-c095-40ab-8ee6-347e1ec7716d,2025-03-12 22:53:47,CLOSED,,,Anonymous,34e90d89-f809-42b6-9ab5-38f56d0caae1,1741794824763@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
f08efc8f-9f42-45a9-8012-3e7c17d9459b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=f08efc8f-9f42-45a9-8012-3e7c17d9459b,2025-03-12 22:45:41,CLOSED,,,Anonymous,94dd4d26-1a08-4dc6-a3b5-4ce0dc550867,1741794339197@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
6bfef284-d119-493d-9494-307ac256663c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6bfef284-d119-493d-9494-307ac256663c,2025-03-12 22:45:05,CLOSED,,,Anonymous,efbc346f-2b20-4742-be6e-ac6967d78b23,1741794303099@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
207d5f46-50ab-47c8-9ad5-1a259bb7d066,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=207d5f46-50ab-47c8-9ad5-1a259bb7d066,2025-03-12 22:43:01,CLOSED,,,Anonymous,bcf27e14-7b22-4a09-af4c-9c67531ade43,1741794180594@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
ef6ab6d0-146e-470b-88e1-e7eb3867f615,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ef6ab6d0-146e-470b-88e1-e7eb3867f615,2025-03-12 22:39:52,CLOSED,,,Anonymous,9e80d328-f767-4bdf-b3c2-f5603475281e,1741793988935@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
7f6696f1-a3a4-46dd-8352-c97c8175b4f9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=7f6696f1-a3a4-46dd-8352-c97c8175b4f9,2025-03-12 20:42:22,CLOSED,,,Anonymous,e648ab08-2138-4e2a-a1cd-16c84e53641d,1741786940925@localhost,,Vietnam,,,,[MTR] Lifestyle and Politic,[MTR] Lifestyle and Politic
f5242d78-acad-47e3-ac92-26b1c8a00392,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=f5242d78-acad-47e3-ac92-26b1c8a00392,2025-03-12 20:08:13,CLOSED,,,Anonymous,477b78b5-8046-466b-b65a-902adb70917f,1741784890833@localhost,,Vietnam,,,,[MTR] Lifestyle and Politic,[MTR] Lifestyle and Politic
61ab79f6-4279-4dd6-b7e5-74c204908d9b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=61ab79f6-4279-4dd6-b7e5-74c204908d9b,2025-03-12 20:05:11,CLOSED,,,Anonymous,541c5d5f-6a30-4765-9799-917ab1506b59,1741784708759@localhost,,Vietnam,,,,[MTR] Lifestyle and Politic,[MTR] Lifestyle and Politic
d31f898d-2196-4c00-9b65-4be5c6bf9b37,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d31f898d-2196-4c00-9b65-4be5c6bf9b37,2025-03-12 17:10:37,CLOSED,,,Anonymous,09ccf23a-4531-41cf-ac87-4fdc596ea561,testmail@mail.dev,,Vietnam,,,,Genie,Genie
bf8cfbf8-b4e7-4f40-af7e-0a4b6a574d18,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=bf8cfbf8-b4e7-4f40-af7e-0a4b6a574d18,2025-03-12 16:56:09,OPEN,,,,923716ba-f6d0-40eb-b729-a417055c0dd7,,,,Hiền Nguyễn,2025-03-12T09:57:08.061Z,Agent team,Judy,Judy
92a001e1-facf-44ff-bdbd-76cdfaba3b7e,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=92a001e1-facf-44ff-bdbd-76cdfaba3b7e,2025-03-12 16:52:34,CLOSED,,,Anonymous,86fe987e-96d5-403d-9d17-ef44f6224864,1741773151619@localhost,,Vietnam,,,,Test CA Bot,Test CA Bot
72aaff64-a8b6-4b2e-9bf7-621472f5d131,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=72aaff64-a8b6-4b2e-9bf7-621472f5d131,2025-03-12 15:30:48,CLOSED,,,Anonymous,837e4da6-9967-4114-99d6-59dadb98ed93,1741768247248@staging-chat.cxgenie.ai,,Vietnam,Punnyer,2025-03-13T09:20:17.799Z,Punnyer Team,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
152bb93a-31a6-467f-b4e5-291c3baa205b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=152bb93a-31a6-467f-b4e5-291c3baa205b,2025-03-12 15:05:21,OPEN,,,guess Who,543516b4-59a5-44ef-b8ce-5bfa7ab0d2bf,,,,Hiền Nguyễn,2025-03-12T08:07:08.877Z,Agent team,Judy,Judy
2eacba68-63e9-4542-9ee5-579d76ca644f,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=2eacba68-63e9-4542-9ee5-579d76ca644f,2025-03-12 14:51:28,CLOSED,,,Anonymous,87737344-4858-4fe1-ae2d-88a20e573258,1741765887625@localhost:52379,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
0d0d088d-2dd0-4cd0-ba6d-d1ff2d7b57ea,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0d0d088d-2dd0-4cd0-ba6d-d1ff2d7b57ea,2025-03-12 14:21:05,CLOSED,,,Anonymous,e6acd126-d402-4265-be50-806a91890a8b,1741764064172@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
1c0b365a-cdcd-48e9-9758-2a3c130d10e8,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1c0b365a-cdcd-48e9-9758-2a3c130d10e8,2025-03-12 13:43:52,OPEN,,,Trần Vũ Phương Nam,d7a466c6-a98c-415a-9500-a9816e7cd9aa,28705969495717152@facebook.com,,,,,Agent team,"Hiền Nguyễn, Judy",Judy
d0e3dee4-d0e0-4bf8-a7ac-e12197becb8d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d0e3dee4-d0e0-4bf8-a7ac-e12197becb8d,2025-03-12 10:53:50,CLOSED,,,Anonymous,28c82805-0d94-4422-8408-8806c74c246b,1741751625219@localhost:57084,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
c6215107-300b-430a-9fec-0de8e7a64057,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c6215107-300b-430a-9fec-0de8e7a64057,2025-03-12 10:40:12,CLOSED,,,Anonymous,82080a40-96f5-43c7-90be-59b3daea749c,1741750807325@localhost:56144,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
108f12f9-c2d4-4684-90f2-d83e2aca57ab,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=108f12f9-c2d4-4684-90f2-d83e2aca57ab,2025-03-12 10:38:27,CLOSED,,,Anonymous,3f13099a-131c-42f6-bee2-86d55817eb44,1741750702021@localhost:55883,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
94694e15-230c-4a21-917d-3d85543f8c73,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=94694e15-230c-4a21-917d-3d85543f8c73,2025-03-11 23:39:53,CLOSED,,,Anonymous,98635a7b-1b53-40c8-ad5f-73320060722e,1741711189971@staging-chat.cxgenie.ai,,Vietnam,,,,"Hiền Nguyễn, Genie Test User Intent",Genie Test User Intent
e7cfa20d-001a-4130-a9e8-b07a524afdbb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=e7cfa20d-001a-4130-a9e8-b07a524afdbb,2025-03-11 23:38:20,CLOSED,,,Anonymous,2ebb7622-6979-4565-8c3a-7192e88b1801,1741711096814@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
542744f2-e0e6-42c7-8ee4-fda0c750d0ef,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=542744f2-e0e6-42c7-8ee4-fda0c750d0ef,2025-03-11 23:16:24,CLOSED,,,Anonymous,302ce34b-e865-4d50-8981-c088dc4d73c2,1741709780659@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
33db6a86-68ab-4c5f-9def-b3fbfe5be266,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=33db6a86-68ab-4c5f-9def-b3fbfe5be266,2025-03-11 23:14:53,CLOSED,,,Anonymous,1c96806c-28a5-4a21-8620-5535df546a2c,1741709689909@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
1a87f9a5-b77e-40d1-b8c3-fa7baaad802e,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1a87f9a5-b77e-40d1-b8c3-fa7baaad802e,2025-03-11 23:03:39,CLOSED,,,Anonymous,138d8a4d-bb90-4142-9cbf-4d70dc733f2f,1741709014752@localhost,,Vietnam,,,,[MTR] VNExpress QnA,[MTR] VNExpress QnA
3483627c-4f3c-48e3-af6b-3bebf7c911d2,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3483627c-4f3c-48e3-af6b-3bebf7c911d2,2025-03-11 22:29:21,CLOSED,,,Anonymous,b6ae7620-c79c-47aa-bb52-1afdc933edc6,1741706958322@staging-widget.cxgenie.ai,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
6c52ba7b-ae4c-427a-ae2e-cbf8ea29e0eb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6c52ba7b-ae4c-427a-ae2e-cbf8ea29e0eb,2025-03-11 17:43:45,CLOSED,,,test,7b05a829-da4a-46ef-8864-381598f16d5c,test@gail.cv,(+84) 123123123,Vietnam,,,,CellphoneS+,CellphoneS+
91c6e5a3-c8c2-43e9-9410-fa58e0773ae1,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=91c6e5a3-c8c2-43e9-9410-fa58e0773ae1,2025-03-11 17:40:22,CLOSED,,,test,9b1fa485-52c1-4a4e-bf93-82d63a753c50,test@gmal.zx,(+84) 123123123,Vietnam,,,,CellphoneS+,CellphoneS+
4f01604d-ef96-4da0-b806-86daf5bce83c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=4f01604d-ef96-4da0-b806-86daf5bce83c,2025-03-11 17:16:23,OPEN,,,Nguyễn Phan Hoàng Tú,753a66e2-a268-4912-b1e1-f4173864f942,5837830819646622@facebook.com,,,,,,Hiền Nguyễn,
be76ed45-2a02-46fa-93f5-0f7bcef25a26,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=be76ed45-2a02-46fa-93f5-0f7bcef25a26,2025-03-11 16:13:14,OPEN,,,Hoang Ngan,636341cc-6afa-487e-a73e-eb0d3f5a762d,8936573546435211@facebook.com,,,,,,,
1059a491-5f99-4ada-8ec8-8ff703452457,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1059a491-5f99-4ada-8ec8-8ff703452457,2025-03-11 12:08:22,CLOSED,,,hiimtest,c0267355-3f14-4078-847d-3b179a10da1d,hiimtest@gmail.vn,,Vietnam,,,,"Le Quyen, Hiền Nguyễn, CellphoneS+",CellphoneS+
